timestamp,status,iou,h_det,h_gt,l_det,l_gt,score,type_det,type_gt,w_det,w_gt,x_det,x_gt,y_det,y_gt,z_det,z_gt
22469.216,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,10.184098846,,-4.0758102243000005,,0.0270224029705
22469.216,fp,0.0,1.4616481065750122,,3.5792157649993896,,1.0,Car,,1.5845534801483154,,7.267506521558093,,-2.9202894796890053,,-0.9672501046394276,
22469.266,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,10.0483953306,,-4.08813577834,,0.0295006954813
22469.266,fp,0.0,1.5008076429367063,,3.677130937576294,,0.999999463558293,Car,,1.601315975189209,,7.093708193255032,,-3.0837029450317512,,-0.9467460704805016,
22469.316,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,9.90946306977,,-4.10012768115,,0.0311100550992
22469.316,fp,0.0,1.4648813009262085,,3.428263902664185,,0.9999844432683851,Car,,1.564849853515625,,6.449997982145732,,-2.655125811932285,,-0.8893212112645834,
22469.366,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,9.76874468956,,-4.107642337390001,,0.0329489007772
22469.366,fp,0.0,1.4695489406585691,,3.4228193759918213,,0.9999973177933832,Car,,1.5682976245880127,,6.589357956126354,,-2.7655665725602883,,-0.9372106221616594,
22469.416,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,9.624772718220001,,-4.11453826503,,0.033858569220599995
22469.416,fp,0.0,1.4619185924530032,,3.438419342041016,,0.999999463558293,Car,,1.5574067831039429,,6.278309418103027,,-2.673243976364873,,-0.9147513670753256,
22469.466,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,9.47938965288,,-4.11601852313,,0.0351598234959
22469.466,fp,0.0,1.4756146669387815,,3.5409393310546875,,0.9999989271167776,Car,,1.584249496459961,,6.41770884929192,,-2.7656165556441525,,-0.9499381427997032,
22469.466,fp,0.0,1.65736186504364,,4.645305156707764,,0.9830154281920029,Car,,1.7429872751235962,,59.637296612227146,,28.165661089428816,,-1.0976356465428907,
22469.516,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,9.335195237999999,,-4.11156396509,,0.0338460042161
22469.516,fp,0.0,1.5051513910293581,,3.73606538772583,,0.9999978542343227,Car,,1.630298733711243,,6.008661863413353,,-2.586327760869476,,-0.918038428733528,
22469.566,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,9.192689336980001,,-4.10351485059,,0.0303160852477
22469.566,fp,0.0,1.4722400903701782,,3.6420373916625977,,0.9999983906754544,Car,,1.5725001096725464,,5.77916985257654,,-2.532776509649175,,-0.890699759214244,
22469.566,fp,0.0,1.632447600364685,,4.568253993988037,,0.6117086410522461,Car,,1.7327778339385986,,64.65360883048612,,30.732027490917982,,-1.0759065940014525,
22469.616,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,9.050585601749999,,-4.0949204863499995,,0.026016427347
22469.616,fp,0.0,1.5107973814010618,,3.6352086067199703,,0.9999978542343227,Car,,1.6181408166885376,,6.187671221993396,,-2.779647904337633,,-0.9864750641349528,
22469.616,fp,0.0,1.6544128656387331,,4.712616443634033,,0.9592535778930026,Car,,1.7597825527191162,,60.00041984871466,,28.731940449842078,,-1.0045308944787903,
22469.666,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,8.90940795405,,-4.08438439377,,0.022435581963200002
22469.666,fp,0.0,1.4892517328262331,,3.6085507869720463,,1.0,Car,,1.6025903224945068,,5.800706752387044,,-2.6173381350992773,,-0.9457134381769938,
22469.666,fp,0.0,1.7481337785720823,,0.8826232552528381,,0.9810343110629992,Car,,0.6459386348724365,,31.967685825915837,,-11.963605844770894,,-0.8109029873113869,
22469.716,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,8.76912911513,,-4.07201554199,,0.0196822603511
22469.716,fp,0.0,1.4921451807022097,,3.6240897178649902,,1.0,Car,,1.6201956272125244,,5.581994140223112,,-2.5357609778251393,,-0.9284297152070264,
22469.716,fp,0.0,1.5867043733596802,,4.362466812133788,,0.4947932575396611,Car,,1.699317216873169,,44.05686778967147,,21.11604327880305,,-0.7639100215409016,
22469.766,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,8.629684409089998,,-4.057998348419999,,0.0176919923767
22469.766,fp,0.0,1.5052863359451294,,3.6860773563385014,,1.0,Car,,1.6357890367507937,,6.152323676259616,,-2.8815440242113577,,-1.0381406717339674,
22469.766,fp,0.0,1.6001548767089844,,4.420897483825684,,0.8940369877444101,Car,,1.698254108428955,,53.148809026139354,,25.26789661466107,,-0.8738603784521429,
22469.816,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,8.49153538588,,-4.04135778183,,0.0165534755672
22469.816,fp,0.0,1.4798669815063477,,3.622673511505127,,1.0,Car,,1.6091974973678589,,4.983178022438469,,-2.2890893459310253,,-0.8380733603596902,
22469.816,fp,0.0,1.6836540699005127,,4.674628734588623,,0.9997811477117676,Car,,1.751561403274536,,65.41700619063229,,31.49871731075693,,-1.0409941292279967,
22469.816,fp,0.0,1.797701716423035,,0.9730200767517091,,0.992156093745004,Car,,0.6493375301361084,,30.421644514906387,,-11.558316243930664,,-0.7048483779288652,
22469.866,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,8.35373510174,,-4.02432510565,,0.015480334914799998
22469.866,fp,0.0,1.4912638664245603,,3.624327182769776,,1.0,Car,,1.6211305856704712,,5.120928377389831,,-2.3981334118299182,,-0.9137213982444568,
22469.866,fp,0.0,1.6610771417617798,,4.4680514335632315,,0.9523268771846856,Car,,1.7244322299957275,,63.80385562589543,,30.81223292091625,,-1.0165107089412049,
22469.866,fp,0.0,1.8129959106445312,,1.2100884914398191,,0.9985335490795206,Car,,0.6908440589904785,,32.955688076092486,,-12.598663101278738,,-0.6946117084987051,
22469.916,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,8.21678768623,,-4.005768044130001,,0.0148976087164
22469.916,fp,0.0,1.4621868133544922,,3.4905834197998047,,1.0,Car,,1.6005303859710691,,5.8150607098321325,,-2.8402546947997362,,-1.0585706563628134,
22469.916,fp,0.0,1.56585955619812,,4.140129566192627,,0.9999297277699362,Car,,1.689603567123413,,43.377901379826326,,21.079009937472378,,-0.7508422491987616,
22469.916,fp,0.0,1.7664532661437988,,1.167003154754639,,0.9997618387489068,Car,,0.6625528335571289,,31.480019673599426,,-12.03696517383074,,-0.6839560989945888,
22469.966,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,8.080371987789999,,-3.9864298144999997,,0.0144223246691
22469.966,fp,0.0,1.4691603183746338,,3.5507678985595703,,1.0,Car,,1.6060649156570437,,5.464558276646949,,-2.6724141879554533,,-1.0182583428902792,
22469.966,fp,0.0,1.5816326141357422,,4.196570873260498,,0.9993971605924894,Car,,1.689443588256836,,35.81688939989172,,17.569607729308448,,-0.6269619332164638,
22469.966,fp,0.0,1.813365578651428,,1.3287779092788696,,0.9987878633928264,Car,,0.6971368789672852,,29.928494623255247,,-11.467755727004786,,-0.7310875034021258,
22470.016,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,7.93953940749,,-3.9657314562800003,,0.019425580739099998
22470.016,fp,0.0,1.4856983423233032,,3.559870958328247,,1.0,Car,,1.5978142023086548,,5.258110982976575,,-2.5969978800349,,-1.0138938351443132,
22470.016,fp,0.0,1.548216700553894,,4.156156063079834,,0.9989492105548924,Car,,1.6918460130691528,,47.91668221843335,,23.73661155428063,,-0.82399576297599,
22470.016,fp,0.0,1.7616976499557495,,0.6396293640136719,,0.9992309396900596,Car,,0.6411815285682678,,29.091243078095086,,-11.164488468050296,,-0.7591464533482437,
22470.066,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,7.79084817903,,-3.94359889624,,0.027966984294199998
22470.066,fp,0.0,1.4570260047912598,,3.5999510288238525,,1.0,Car,,1.5940377712249756,,4.598817962136631,,-2.237444878169637,,-0.9347162068383544,
22470.066,fp,0.0,1.762969732284546,,0.9036223292350768,,0.9798047419660469,Car,,0.6618365645408629,,29.43457684622373,,-11.276784610474374,,-0.8065281322515396,
22470.066,fp,0.0,1.5530394315719604,,4.252612113952637,,0.9998937882835416,Car,,1.6935611963272097,,41.33867149053904,,20.67476338183538,,-0.8054584022628646,
22470.116,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,7.63394230106,,-3.9205395981300004,,0.0365020377121
22470.116,fp,0.0,1.467620015144348,,3.5184509754180913,,0.999999463558293,Car,,1.6024123430252075,,5.243244336753992,,-2.6795060613532944,,-1.089528089255421,
22470.116,fp,0.0,1.805815815925598,,1.1350361108779907,,0.9977325670861285,Car,,0.6843894720077515,,31.09376947492779,,-11.891035775997134,,-0.9151717471119624,
22470.116,fp,0.0,1.554004192352295,,4.339250087738037,,0.99411955580278,Car,,1.685519099235535,,41.1980319407516,,20.779927688279432,,-0.8346214522549857,
22470.166,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,7.468869819660001,,-3.89612208109,,0.04376198163700001
22470.166,fp,0.0,1.49306058883667,,3.711869716644287,,0.999999463558293,Car,,1.623106837272644,,4.562188830078073,,-2.2871193697208265,,-1.011835216603882,
22470.166,fp,0.0,1.8061668872833248,,1.2509011030197144,,0.9969020345842808,Car,,0.6971356868743896,,30.272313506785306,,-11.555515629408953,,-0.9310859148271682,
22470.166,fp,0.0,1.5908142328262331,,4.2681884765625,,0.8461234597030158,Car,,1.6964055299758911,,60.24401561762117,,30.768921064142308,,-1.2149486494428956,
22470.216,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,7.295499279339999,,-3.87067809048,,0.0491110238371
22470.216,fp,0.0,1.4526468515396118,,3.501169443130493,,0.9999962449120794,Car,,1.5912228822708132,,4.5073844808777315,,-2.3332929028782856,,-1.0040571908378464,
22470.216,fp,0.0,1.8023415803909304,,1.0171284675598145,,0.9931842256885358,Car,,0.6889685988426208,,28.842461919290557,,-10.998981649030632,,-0.8898122514981317,
22470.216,fp,0.0,1.538846492767334,,4.116685390472412,,0.9988543298866264,Car,,1.6759437322616575,,46.391238409806974,,23.97259030811121,,-0.9904130295153664,
22470.266,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,7.113847742839999,,-3.8448057287800004,,0.0523062381956
22470.266,fp,0.0,1.7456448078155518,,0.84822016954422,,0.9651145040045124,Car,,0.6505598425865173,,26.38783553149964,,-10.057232999770175,,-0.7773994395506314,
22470.266,fp,0.0,1.5969491004943848,,4.152808666229248,,0.9982779383743652,Car,,1.688840627670288,,66.43215416960261,,34.61121588766368,,-1.4377547730025384,
22470.266,fp,0.0,1.7669488191604614,,1.1725294589996338,,0.9895241455603124,Car,,0.6760991215705872,,51.81377214427986,,-37.167939389835524,,-1.344224770973213,
22470.316,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,6.92412283153,,-3.8188618844699995,,0.053616540549300006
22470.316,fp,0.0,1.8152837753295896,,1.190933108329773,,0.9998385397078916,Car,,0.6906194090843201,,28.22951823089388,,-10.754688754523793,,-0.8084083388787136,
22470.316,fp,0.0,1.6064934730529783,,4.465801239013672,,0.9976353532899092,Car,,1.7099710702896118,,60.859558169062616,,32.171869530655826,,-1.2258489554118055,
22470.366,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,6.7267907746599995,,-3.7927920033099998,,0.0535107976614
22470.366,fp,0.0,1.799038648605347,,0.9352887868881226,,0.9356388662142492,Car,,0.6803303956985474,,27.8411454460391,,-10.645026488643394,,-0.8392400686200077,
22470.366,fp,0.0,1.5641924142837524,,4.176563262939453,,0.9549320104842812,Car,,1.6970114707946775,,37.96194975424059,,20.423278958881163,,-0.9626716582569514,
22470.416,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,6.52200435522,,-3.7672960859599995,,0.0521684967046
22470.416,fp,0.0,1.818300008773804,,0.9953255653381348,,0.995467227217336,Car,,0.6915626525878906,,27.64221905070565,,-10.569345656131448,,-0.8516193810664916,
22470.416,fp,0.0,1.5207326412200928,,3.9252984523773193,,0.5988849401473999,Car,,1.6406654119491575,,39.90549461226612,,21.58450572108875,,-0.8415900325699894,
22470.466,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,6.3106536240499995,,-3.74208142684,,0.04997042567940001
22470.466,fp,0.0,1.8283052444458008,,0.967269241809845,,0.988307450726318,Car,,0.6772931218147278,,26.855719519143253,,-10.241718124908283,,-0.8462059699858315,
22470.516,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,6.0931428072300005,,-3.7178305949199997,,0.0469791078194
22470.516,fp,0.0,1.803058743476868,,0.8562067747116089,,0.8190416258478288,Car,,0.6608055830001831,,26.38675756309977,,-10.071847052952831,,-0.8331574561669584,
22470.566,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,5.870459402050001,,-3.69450648813,,0.0434015056773
22470.566,fp,0.0,1.7948906421661377,,1.0031000375747678,,0.9837008000288414,Car,,0.6713632345199585,,26.108223181279783,,-10.002917533465991,,-0.8216551908319829,
22470.566,fp,0.0,1.5435373783111572,,3.908375024795532,,0.9905139447988309,Car,,1.6552599668502808,,48.49966535028746,,27.23024622538857,,-0.7966497252798419,
22470.616,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,5.6435533721099995,,-3.67220552249,,0.03941551370719999
22470.616,fp,0.0,1.7489464282989502,,0.858028769493103,,0.9996711972184482,Car,,0.6471248269081116,,25.16178725594161,,-9.657764438585726,,-0.7580966676735379,
22470.616,fp,0.0,1.6224923133850098,,4.093040466308594,,0.6053413750432759,Car,,1.716652512550354,,51.8937114090021,,29.36572302739905,,-0.8173037502791942,
22470.666,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,5.41353060038,,-3.6506639694699996,,0.035327001704699997
22470.666,fp,0.0,1.7475991249084473,,1.0323431491851809,,0.9994824229811344,Car,,0.6656855940818787,,25.26201414943965,,-9.696777795665124,,-0.7763872092164128,
22470.716,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,5.1812870351499996,,-3.62984438945,,0.0313568124789
22470.716,fp,0.0,1.8236289024353027,,1.0518711805343628,,0.9998068933823168,Car,,0.6932356953620911,,25.201035820139094,,-9.728707554001053,,-0.7566268214764662,
22470.766,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,4.94710392991,,-3.61030024801,,0.0274587633433
22470.766,fp,0.0,1.8274644613265991,,1.0263514518737793,,0.9999377740415892,Car,,0.6892086863517761,,25.05052644132936,,-9.681326831720227,,-0.7317483746922164,
22470.816,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,4.7114432826199995,,-3.5925901333,,0.0236191365933
22470.816,fp,0.0,1.7753255367279053,,1.021792769432068,,0.9997210761992992,Car,,0.6986014246940613,,24.487526744871488,,-9.540407782601305,,-0.6835629613715248,
22470.816,fp,0.0,1.5735175609588623,,4.118086338043213,,0.9732929254625396,Car,,1.688333511352539,,39.709105003406364,,23.919214719647584,,-0.7504925174313399,
22470.866,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,4.47544620263,,-3.5760023562,,0.0202342668703
22470.866,fp,0.0,1.8771885633468628,,1.7835166454315186,,0.9980221034276568,Car,,0.7192151546478271,,28.87638399660794,,-11.334990752598017,,-0.8010084278842697,
22470.866,fp,0.0,1.6310378313064575,,4.2127742767333975,,0.9985201512086684,Car,,1.7206202745437622,,60.886490392099994,,37.02806083559773,,-1.1403876679001357,
22470.916,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,4.23983344961,,-3.5601693276999997,,0.0173864490782
22470.916,fp,0.0,1.9181361198425293,,1.7691503763198853,,0.7793973992820407,Car,,0.752735435962677,,27.981654808098803,,-11.0663818796859,,-0.8126875299020995,
22470.966,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,4.00436485086,,-3.5459758754500004,,0.014765671725700001
22470.966,fp,0.0,1.8888288736343384,,1.3898338079452517,,0.9901230085124662,Car,,0.715560793876648,,27.072399825372795,,-10.722175501032671,,-0.7912181595431669,
22471.016,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,3.7697501353,,-3.53278495016,,0.0127034673689
22471.016,fp,0.0,1.835779309272766,,1.149945855140686,,0.9940263169592588,Car,,0.6984940767288208,,26.101499012956534,,-10.392150736632937,,-0.8013932033312834,
22471.066,fn,0.0,,1.47383117676,,4.19283008575,0.0,,Car,,1.8161858320200002,,3.53616582309,,-3.5206570868300004,,0.0110516201747
22471.066,fp,0.0,1.798190712928772,,1.0981125831604004,,0.9888536418962688,Car,,0.6849941611289978,,23.571748960050467,,-9.455024652886449,,-0.722171412873621,
22472.066,fn,0.0,,1.66727590561,,4.61100578308,0.0,,Car,,2.24171328545,,40.9924539218,,29.3583392138,,0.0370126101427
22472.066,fp,0.0,1.6074206829071045,,4.3481764793396005,,0.8923453874781896,Car,,1.7099885940551758,,43.99792328406412,,31.884575214726844,,-0.7144069142613674,
22472.066,fp,0.0,1.7944490909576416,,0.9559584259986876,,0.5513256040010229,Car,,0.7052734494209291,,17.98945168125023,,-9.633623329557754,,-0.7355595411819245,
22472.116,fp,0.0,1.5973050594329834,,4.366671562194823,,0.7064003944396973,Car,,1.7091193199157717,,41.371761308518785,,30.03203931986418,,-0.6975200487339919,
22472.116,fp,0.0,1.793495774269104,,1.0391005277633667,,0.9729489345249492,Car,,0.6978762745857239,,17.44765877337592,,-9.468170186298616,,-0.7015815904698748,
22472.166,tp,0.013932359894023229,1.5499250888824463,1.66727590561,4.152513980865479,4.61100578308,0.6334068179130554,Car,Car,1.7020241022109983,2.24171328545,40.15023894759594,40.318388731,29.203972979487403,29.0393841817,-0.6774287144647886,0.0384401159981
22472.166,fp,0.0,1.7504122257232666,,0.9705772399902344,,0.8029491549889546,Car,,0.6737114787101746,,16.26125885533679,,-8.975539962686135,,-0.6746585438844015,
22472.216,fp,0.0,1.7528345584869385,,0.8348625898361206,,0.9989760140918944,Car,,0.6491616368293762,,15.341907387170368,,-8.63289805919816,,-0.6449346662782229,
22472.216,fp,0.0,1.5853005647659302,,4.340542793273927,,0.9464361837261048,Car,,1.6964353322982788,,41.09485227656042,,29.92094401331043,,-0.6645675818813714,
22472.266,tp,0.044795320897541624,1.5827267169952393,1.66727590561,4.138991355895996,4.61100578308,0.6760426625974654,Car,Car,1.7134714126586914,2.24171328545,39.28935026884279,39.659666951,28.71851963631388,28.739603337800002,-0.6718232125951715,0.03698882379
22472.266,fp,0.0,1.726305603981018,,0.8552677035331726,,0.7938811062939493,Car,,0.6281683444976807,,15.2256937924956,,-8.75356745648716,,-0.6418472349400535,
22472.316,fp,0.0,1.5578957796096802,,4.157989501953125,,0.9987948315159108,Car,,1.7150100469589231,,39.449722214911105,,28.94869472621094,,-0.6914324771760363,
22472.316,fp,0.0,1.7766696214675903,,1.0422465801239014,,0.9408157524455718,Car,,0.6724066734313965,,16.530756426962878,,-9.692793573642042,,-0.6978536347064725,
22472.366,fn,0.0,,1.66727590561,,4.61100578308,0.0,,Car,,2.24171328545,,38.9921246372,,28.4603227381,,0.0328615055659
22472.366,fp,0.0,1.5665972232818604,,4.2794480323791495,,0.9840523622846268,Car,,1.7085367441177368,,42.80668349424357,,31.568471404571067,,-0.6944848700447963,
22472.366,fp,0.0,1.7997140884399414,,1.0566016435623171,,0.9829048542962429,Car,,0.6887691020965576,,16.3359111496894,,-9.811674087214003,,-0.6992544452283163,
22472.416,fn,0.0,,1.66727590561,,4.61100578308,0.0,,Car,,2.24171328545,,38.651166645,,28.3261889744,,0.030761011411999998
22472.416,fp,0.0,1.5909407138824463,,4.338769435882568,,0.7586289644241333,Car,,1.7043287754058838,,35.803175771208636,,26.464417023266392,,-0.5815206528671409,
22472.416,fp,0.0,1.8098284006118772,,1.0026297569274902,,0.943689625946496,Car,,0.7133027911186218,,16.11292436248357,,-9.848759267938078,,-0.7353629474521526,
22472.466,tp,0.024223705287825463,1.5995264053344729,1.66727590561,4.2029809951782235,4.61100578308,0.575934859714802,Car,Car,1.7110100984573364,2.24171328545,37.062863192195614,38.3074220256,27.55989495727434,28.190350459,-0.6461231851131402,0.030198374190799997
22472.466,fp,0.0,1.7837316989898682,,0.9402544498443604,,0.6388387084007263,Car,,0.6965311765670776,,15.323941429931276,,-9.531693804264764,,-0.7329613799554959,
22472.516,fp,0.0,1.6221340894699097,,4.327414035797118,,0.8460925069328248,Car,,1.719534397125244,,38.12087748211192,,28.45247578893792,,-0.6647142077184967,
22472.516,fp,0.0,1.79079008102417,,0.9349439740180968,,0.9742065014381776,Car,,0.6907719373703003,,15.030329100686009,,-9.510221861182194,,-0.7161160709881127,
22472.566,fn,0.0,,1.66727590561,,4.61100578308,0.0,,Car,,2.24171328545,,37.6027338197,,27.921792343200003,,0.028201189742400004
22472.566,fp,0.0,1.788908839225769,,0.7993699312210083,,0.7675179839134216,Car,,0.6946046948432922,,14.215007597596015,,-9.146902281796207,,-0.6882011669201216,
22472.566,fp,0.0,1.637224555015564,,4.4640469551086435,,0.9952158831950301,Car,,1.7339746952056885,,40.70083641016646,,30.50163133561966,,-0.7115157901537614,
22472.616,fp,0.0,1.8416602611541748,,1.1921168565750122,,0.4088550013794863,Car,,0.7292881011962891,,15.518989797694044,,-10.238454486549909,,-0.7622499378081322,
22472.616,fp,0.0,1.58961284160614,,4.301344394683838,,0.6603919191927955,Car,,1.6863722801208496,,39.24785091456656,,29.548045617681627,,-0.7125433086987131,
22472.766,tp,0.0203352136026517,1.5721396207809448,1.66727590561,4.181095600128174,4.61100578308,0.9993590890165104,Car,Car,1.6921042203903198,2.24171328545,35.084142645442036,36.1674091455,26.83142387024053,27.4105405625,-0.6325071490874734,0.0284709848123
22472.766,fp,0.0,1.784184813499451,,0.8441897630691528,,0.7815230479151136,Car,,0.6674012541770935,,13.077160966243058,,-9.252988824779019,,-0.6765567753150581,
22472.816,tp,0.0137905386042502,1.579943060874939,1.66727590561,4.1501827239990225,4.61100578308,0.9999522574393392,Car,Car,1.7068330049514768,2.24171328545,34.34723717029741,35.8202289644,26.43700208909793,27.2983403999,-0.618446258538313,0.028773735850400002
22472.816,fp,0.0,1.825206995010376,,1.0232644081115725,,0.9996186383672544,Car,,0.6987466812133789,,13.68602511823024,,-9.89997099935026,,-0.7129218688665091,
22472.866,fp,0.0,1.8138973712921145,,0.953368842601776,,0.9999935627121772,Car,,0.668052613735199,,12.945449364545851,,-9.583161238247492,,-0.7119171846701704,
22472.866,fp,0.0,1.6281406879425049,,4.294546604156493,,0.9999533302891804,Car,,1.7304503917694092,,36.847915119592365,,28.49897940969136,,-0.7154348766359321,
22472.916,fn,0.0,,1.66727590561,,4.61100578308,0.0,,Car,,2.24171328545,,35.1397540916,,27.083352062,,0.0314914118224
22472.916,fp,0.0,1.831673264503479,,1.072361946105957,,0.9995440937685192,Car,,0.6973459720611572,,13.488658980212287,,-10.178446862466703,,-0.77470764641755,
22472.916,fp,0.0,1.6110161542892456,,4.092533588409424,,0.9996765604701144,Car,,1.7236596345901491,,31.008452363348603,,24.143249822357998,,-0.6575743324645558,
22472.966,fp,0.0,1.8011897802352903,,0.9975908398628236,,0.9999704959910032,Car,,0.6907739639282227,,12.738297042202321,,-9.811574913397942,,-0.7519746456641112,
22472.966,fp,0.0,1.5905090570449831,,4.084401607513429,,0.99989647030503,Car,,1.7129560708999634,,32.889764827470174,,25.7331898139778,,-0.6347502471543011,
22473.016,tp,0.012709266694442821,1.6388626098632812,1.66727590561,4.237959861755371,4.61100578308,0.9999973177933832,Car,Car,1.7498352527618408,2.24171328545,32.88718641774892,34.4644905798,25.916497609354554,26.8700905099,-0.655042336878509,0.0333796515153
22473.016,fp,0.0,1.7872970104217532,,0.990608811378479,,0.999783293167432,Car,,0.6543606519699097,,12.253899644209216,,-9.629631352471474,,-0.7540190937946214,
22473.066,fn,0.0,,1.66727590561,,4.61100578308,0.0,,Car,,2.24171328545,,34.125846085999996,,26.7607491827,,0.033933115526
22473.066,fp,0.0,1.7827596664428709,,0.8169605135917664,,0.998771247230104,Car,,0.6668202877044678,,11.971936565348766,,-9.626497626649577,,-0.7344571424477113,
22473.066,fp,0.0,1.6228022575378418,,4.176920413970946,,0.9999806882194092,Car,,1.7414611577987669,,31.092775453799106,,24.63238133204441,,-0.6404173699682191,
22473.116,fp,0.0,1.738909125328064,,0.7315104603767395,,0.9676376683828284,Car,,0.6398345828056335,,11.210301025725943,,-9.200822250807727,,-0.7123297956249406,
22473.116,fp,0.0,1.5929197072982788,,4.064554214477538,,0.9998669683324388,Car,,1.6909767389297483,,34.36328367633252,,27.428568411215377,,-0.7122523945453949,
22473.166,fn,0.0,,1.66727590561,,4.61100578308,0.0,,Car,,2.24171328545,,33.442440175,,26.5325999838,,0.035525990954400004
22473.166,fp,0.0,1.5376623868942259,,3.837916851043701,,0.9999463567789292,Car,,1.6637157201766968,,30.867374732503322,,24.766134988632565,,-0.6319522706178482,
22473.166,fp,0.0,1.809181928634644,,0.6175025701522827,,0.999286165880677,Car,,0.7105504274368286,,11.118841417755704,,-9.436680499380646,,-0.7340203389397431,
22473.216,fp,0.0,1.6193863153457642,,4.091353416442871,,0.9999704959910032,Car,,1.696238398551941,,31.483026518957494,,25.38862390634546,,-0.6900971917631082,
22473.366,fp,0.0,1.5784826278686523,,3.9605233669281006,,0.9992899191907756,Car,,1.7039413452148438,,30.769746109100804,,25.15979643640297,,-0.6906618140463117,
22473.416,fn,0.0,,1.66727590561,,4.61100578308,0.0,,Car,,2.24171328545,,31.7680526708,,25.8677354492,,0.057984517411799996
22473.416,fp,0.0,1.6123251914978027,,3.9774456024169917,,0.7272739527737851,Car,,1.695110559463501,,24.2662606377422,,19.907363612954853,,-0.6604128305076813,
22473.466,fn,0.0,,1.66727590561,,4.61100578308,0.0,,Car,,2.24171328545,,31.448902225799998,,25.7374472504,,0.060530029217499996
22473.466,fp,0.0,1.5730799436569214,,3.995864391326904,,0.950202113617353,Car,,1.7009433507919312,,24.194759001730752,,19.94536096929211,,-0.6588469539252664,
22473.516,fn,0.0,,1.66727590561,,4.61100578308,0.0,,Car,,2.24171328545,,31.1325320983,,25.6076962798,,0.062211730405
22473.516,fp,0.0,1.617307424545288,,4.047675132751465,,0.6253816434494002,Car,,1.6985814571380615,,25.39591650996973,,21.035331392973266,,-0.7110001439167881,
22473.566,fn,0.0,,1.66727590561,,4.61100578308,0.0,,Car,,2.24171328545,,30.8172517032,,25.476753398899998,,0.0632356488489
22473.566,fp,0.0,1.6097278594970703,,3.963222742080689,,0.8541012015316367,Car,,1.7209138870239258,,23.70244312334652,,19.773785172638398,,-0.6275381929871102,
22473.616,fn,0.0,,1.66727590561,,4.61100578308,0.0,,Car,,2.24171328545,,30.5030715113,,25.3448218875,,0.0638802944363
22473.616,fp,0.0,1.6628065109252932,,4.196501731872559,,0.9481633487409892,Car,,1.718411564826965,,23.151707310959214,,19.375792904741235,,-0.6346908203187844,
